app,runtime_norm,threads,version
harris,0.9993620589093031,8000,auto
harris,1.0539234940445469,4000,auto
harris,0.9969204125669513,2000,auto
harris,1.3916930462309112,1000,auto
harris,1.3305699481865285,500,auto
